Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,CreditScoreBins,Geography_France,Geography_Germany,Geography_Spain,Gender_Male,Gender_Female
0.17567567567567569,4,0.6993961173638269,1,1,1,0.8641891300619209,3,1,0,0,1,0
0.41891891891891897,9,0.4449387797252662,2,0,1,0.8322231773134334,0,1,0,0,1,0
0.2972972972972973,10,0.17149899387436549,1,1,0,0.8525945727817006,0,1,0,0,1,0
0.1891891891891892,6,0.7401980620896716,1,1,1,0.5125035440884604,3,1,0,0,1,0
0.10810810810810811,5,0.0,2,1,1,0.32355339934963784,3,1,0,0,0,1
0.7162162162162162,5,0.5942854327826887,1,0,1,0.8134350830504313,4,1,0,0,1,0
0.3783783783783784,3,0.4245607848190475,1,0,1,0.43292029388806624,1,0,0,1,0,1
0.0945945945945946,8,0.5553254709910308,1,0,0,0.2718299097563817,0,0,1,0,1,0
0.24324324324324326,1,0.0,2,1,1,0.4768508392551488,1,1,0,0,1,0
0.0,10,0.0,2,0,1,0.26394305656190165,1,1,0,0,1,0
0.7837837837837838,5,0.6416138122055852,1,0,1,0.06919160779854476,1,1,0,0,0,1
0.41891891891891897,2,0.6028322096832225,2,1,1,0.8362116582133594,0,0,1,0,0,1
0.20270270270270271,5,0.0,2,0,1,0.3201643756978791,1,0,0,1,1,0
0.12162162162162163,9,0.0,2,1,0,0.48213459385371293,1,1,0,0,0,1
0.3648648648648649,2,0.0,4,1,0,0.5051879954535657,1,1,0,0,0,1
0.17567567567567569,5,0.0,2,0,1,0.06994317957364928,2,0,0,1,0,1
0.3783783783783784,4,0.4798481726186119,1,1,0,0.8886263638177446,0,0,1,0,0,1
0.24324324324324326,9,0.0,2,1,1,0.5242551663683882,1,0,0,1,1,0
0.7027027027027027,9,0.0,1,1,1,0.6149846310322635,0,1,0,0,0,1
0.14864864864864866,3,0.18488845411298271,3,1,0,0.6396994913014192,3,1,0,0,0,1
0.22972972972972974,9,0.580408404065571,1,1,0,0.8159281211355685,1,0,1,0,0,1
0.1891891891891892,8,0.5767515806915868,2,0,0,0.8574367852129878,1,1,0,0,0,1
0.33783783783783783,0,0.0,2,1,0,0.2973472466620562,2,0,0,1,0,1
0.21621621621621623,7,0.44466623879041894,1,1,1,0.6053660624589647,3,0,1,0,1,0
0.31081081081081086,5,0.0,3,1,0,0.017146087451351603,4,1,0,0,0,1
0.2702702702702703,1,0.7218473843304268,2,1,0,0.9227531729280146,0,0,0,1,1,0
0.5405405405405406,1,0.44080750076654635,1,0,1,0.8006318603426628,2,0,1,0,1,0
0.22972972972972974,4,0.0,2,1,1,0.5315098591915527,3,1,0,0,1,0
0.28378378378378377,9,0.0,2,0,1,0.729486265938397,2,1,0,0,0,1
0.28378378378378377,10,0.0,2,1,1,0.2158351622579956,1,1,0,0,0,1
0.08108108108108109,7,0.39924381249773566,1,1,0,0.6070428225895572,2,1,0,0,0,1
0.2702702702702703,1,0.3519083385608875,2,1,1,0.12146845023699762,0,1,0,0,1,0
0.3918918918918919,6,0.4260771375342077,1,1,1,0.01033908738284506,2,0,1,0,1,0
0.16216216216216217,8,0.0,2,1,0,0.16575477958145002,2,1,0,0,1,0
0.31081081081081086,1,0.28900144277702555,1,1,0,0.12857302872424314,3,0,0,1,1,0
0.2702702702702703,1,0.0,1,1,0,0.5622089409538611,1,0,0,1,0,1
0.31081081081081086,0,0.0,1,1,1,0.399424145005848,4,1,0,0,1,0
0.14864864864864866,3,0.18357238191809275,2,1,1,0.948921021957597,3,0,0,1,1,0
0.33783783783783783,0,0.0,2,1,0,0.1392683001226617,1,1,0,0,1,0
0.31081081081081086,1,0.7015758868471259,2,1,0,0.9117190691711059,0,1,0,0,0,1
0.13513513513513514,1,0.0,1,1,1,0.8121599112715263,0,1,0,0,0,1
0.17567567567567569,4,0.244310548557783,2,1,1,0.035535593649193495,3,1,0,0,1,0
0.28378378378378377,6,0.5078390592770157,1,1,1,0.9249164295190191,2,0,1,0,1,0
0.32432432432432434,2,0.39376788400421864,2,1,0,0.4456046052398004,1,0,0,1,1,0
0.2702702702702703,7,0.39794045462841116,2,1,0,0.4512654958548541,0,0,0,1,1,0
0.13513513513513514,10,0.0,2,0,1,0.6328285851298798,1,1,0,0,1,0
0.33783783783783783,1,0.5287691508532409,1,1,1,0.2093469926377969,2,1,0,0,0,1
0.4864864864864865,6,0.46229471097209235,1,1,0,0.28773947912025594,1,0,1,0,0,1
0.1891891891891892,2,0.3949509938477412,1,0,1,0.555745073654534,0,0,1,0,1,0
0.21621621621621623,10,0.6112442705323106,1,1,0,0.702558494336209,2,0,0,1,1,0
0.06756756756756757,5,0.622832919931754,1,1,0,0.804861164241185,1,1,0,0,1,0
0.20270270270270271,9,0.0,2,1,1,0.42085634178063996,1,1,0,0,1,0
0.12162162162162163,3,0.0,2,1,0,0.14064068118505316,0,1,0,0,0,1
0.6216216216216217,7,0.5660798772920113,1,1,0,0.1613329572974219,1,1,0,0,0,1
0.32432432432432434,6,0.5526167616501186,2,1,0,0.32370336367123054,3,0,1,0,0,1
0.41891891891891897,6,0.5285961323978194,3,1,0,0.18142412600403338,1,0,1,0,1,0
0.28265154327115366,1,0.0,2,1,1,0.48965226179100096,1,0,0,1,1,0
0.3918918918918919,1,0.37912042295738485,1,0,0,0.6393786606620931,4,1,0,0,1,0
0.7162162162162162,6,0.5590854438150566,1,1,1,0.9657105753599469,0,0,1,0,0,1
0.7027027027027027,3,0.0,2,1,1,0.8612256970540686,3,1,0,0,0,1
0.28265154327115366,8,0.0,2,1,1,0.8097915850963766,1,0,0,1,1,0
0.5135135135135136,6,0.6279824210698456,2,1,0,0.7049655742123373,1,0,0,1,0,1
0.4864864864864865,5,0.0,2,1,1,0.022409840139733343,2,1,0,0,1,0
0.20270270270270271,8,0.45887292326537843,1,0,0,0.6476314488033607,3,0,1,0,1,0
0.35135135135135137,1,0.25333799870696505,2,0,1,0.26311587756630755,0,1,0,0,1,0
0.14864864864864866,8,0.0,2,1,1,0.8614774210937144,3,1,0,0,1,0
0.2972972972972973,5,0.5018366221919027,1,1,1,0.47560952070922763,0,1,0,0,1,0
0.28378378378378377,2,0.0,2,1,0,0.9896518617527973,0,1,0,0,1,0
0.32432432432432434,8,0.481561497737986,2,1,0,0.6307685383954167,0,0,1,0,1,0
0.20270270270270271,7,0.5378438711908887,1,1,1,0.5851798846789869,1,1,0,0,1,0
0.14864864864864866,10,0.0,2,1,1,0.4751138233701318,2,0,0,1,1,0
0.3783783783783784,9,0.5574356504666896,1,1,0,0.1947971531281237,1,1,0,0,1,0
0.21621621621621623,7,0.5976133178215906,2,0,0,0.7832609514208607,1,0,0,1,1,0
0.28378378378378377,2,0.5297245586843647,1,0,1,0.7469355823481142,0,0,1,0,1,0
0.32432432432432434,9,0.5998738770789368,1,0,1,0.8498438600886384,2,1,0,0,1,0
0.5,8,0.5952599320305707,3,0,0,0.6876073665035012,0,0,1,0,0,1
0.5675675675675675,9,0.45323326295548927,1,1,0,0.09207209288487049,0,0,1,0,1,0
0.1891891891891892,1,0.38425553578347293,1,1,1,0.690967137361618,3,0,1,0,0,1
0.04054054054054054,1,0.0,2,1,0,0.33113487338040776,1,1,0,0,1,0
0.14864864864864866,7,0.4671211327276346,1,1,1,0.2173660084538073,0,1,0,0,1,0
0.04054054054054054,8,0.6651428474405685,2,0,1,0.9728532574860899,3,1,0,0,0,1
0.28265154327115366,3,0.48659051170935586,1,0,1,0.41410204674546414,2,0,1,0,0,1
0.40540540540540543,1,0.7149545857443554,2,0,1,0.34629067075905745,0,1,0,0,0,1
0.33783783783783783,3,0.0,2,1,1,0.6750511673864855,0,0,0,1,1,0
0.44594594594594594,4,0.5050865472909739,1,1,0,0.9763318896954659,3,0,1,0,1,0
0.13513513513513514,9,0.0,1,1,0,0.670560788555307,2,1,0,0,1,0
0.1891891891891892,1,0.45640383312603144,1,1,1,0.6307184836151851,1,0,1,0,0,1
0.28265154327115366,6,0.0,1,1,1,0.12334157912080602,0,1,0,0,0,1
0.28265154327115366,4,0.4488307184801607,1,0,1,0.01018582274607225,3,1,0,0,1,0
0.35135135135135137,9,0.0,1,0,0,0.2960074187084866,2,0,0,1,1,0
0.20270270270270271,4,0.49449288354486887,1,1,1,0.3895136485534368,2,0,1,0,1,0
0.2972972972972973,5,0.5943888612304702,3,1,1,0.3001557148707701,2,0,1,0,1,0
0.22972972972972974,8,0.4025076077701509,2,1,0,0.11118906855604709,2,0,0,1,1,0
0.24324324324324326,6,0.0,2,1,0,0.70683095235595,4,0,0,1,0,1
0.16216216216216217,9,0.2885331251425629,1,1,0,0.38536460231952147,0,0,1,0,0,1
0.2567567567567568,3,0.6996258122172234,2,1,1,0.046154107717287,0,0,0,1,1,0
0.10810810810810811,10,0.40683318872614777,2,0,0,0.8340213990436086,0,1,0,0,0,1
0.13513513513513514,4,0.6666809619794237,1,1,1,0.8473695237895218,2,1,0,0,1,0
0.21621621621621623,2,0.0,2,1,1,0.7426542234783421,0,1,0,0,1,0
0.31081081081081086,2,0.3995835918878458,2,1,1,0.06348151248444225,0,1,0,0,1,0
0.3648648648648649,8,0.3533560976889063,2,1,0,0.5827343011257574,3,0,0,1,1,0
0.7027027027027027,5,0.2862386875882555,2,1,0,0.525476382994576,1,0,1,0,0,1
0.2972972972972973,8,0.4864060144897875,1,1,0,0.510417594880311,2,1,0,0,0,1
0.32432432432432434,8,0.7668074316548206,2,1,0,0.004059287661971718,2,0,1,0,0,1
0.13513513513513514,9,0.0,2,1,1,0.2808988258378675,4,1,0,0,0,1
0.24324324324324326,7,0.0,2,1,1,0.41147434580002384,2,0,0,1,0,1
0.33783783783783783,10,0.4493901488050388,1,1,1,0.14161562429211988,0,1,0,0,1,0
0.10810810810810811,8,0.47249351320291044,1,1,1,0.7559751956311828,1,0,1,0,0,1
0.22972972972972974,3,0.475689910592783,3,1,1,0.23553549363964255,3,0,0,1,0,1
0.06756756756756757,1,0.0,2,0,0,0.33041780490036793,1,1,0,0,1,0
0.20270270270270271,1,0.0,3,0,1,0.351081278262074,2,1,0,0,0,1
0.13513513513513514,4,0.0,2,1,1,0.8972107836298366,4,0,0,1,1,0
0.28265154327115366,3,0.0,1,1,1,0.21290908281740903,0,1,0,0,1,0
0.3783783783783784,1,0.0,1,1,1,0.5223372832105465,0,1,0,0,0,1
0.24324324324324326,8,0.3695403181427169,1,1,1,0.1684270847865971,3,0,0,1,0,1
0.2972972972972973,4,0.39055893171606054,2,0,0,0.5334481442977804,4,0,1,0,0,1
0.6756756756756757,9,0.5188133157968641,2,0,1,0.46554755979196005,4,0,1,0,0,1
0.3783783783783784,3,0.0,2,0,1,0.524505590283872,2,0,0,1,0,1
0.40540540540540543,4,0.5277184852224264,1,0,0,0.1804188800030403,1,0,1,0,1,0
0.5,7,0.0,1,0,0,0.8588384690737965,4,0,0,1,0,1
0.28378378378378377,1,0.41695929211736926,1,1,0,0.3076636318768442,4,1,0,0,0,1
0.20270270270270271,6,0.0,2,1,1,0.6306618282045935,3,1,0,0,0,1
0.02702702702702703,1,0.5557338041114621,1,1,1,0.42801712563549815,3,1,0,0,1,0
0.20270270270270271,2,0.0,2,1,0,0.009997954804683847,1,1,0,0,1,0
0.16216216216216217,9,0.0,2,1,1,0.7444516451321102,1,1,0,0,1,0
0.3918918918918919,8,0.567489493443334,1,1,1,0.31040484366256976,3,1,0,0,1,0
0.20270270270270271,0,0.497340055478302,1,0,1,0.16846078800525446,4,1,0,0,1,0
0.20270270270270271,2,0.6240416577105071,1,1,1,0.18566083060932315,1,0,1,0,1,0
0.28265154327115366,3,0.5130321239193173,1,0,0,0.5739641635776216,2,0,0,1,1,0
0.20270270270270271,7,0.3584707241095379,1,1,0,0.6827077485899903,1,1,0,0,0,1
0.2702702702702703,5,0.0,2,1,0,0.3312550848606042,4,1,0,0,1,0
0.5,3,0.6441213243193682,1,1,0,0.04035020344442894,3,0,1,0,0,1
0.33783783783783783,4,0.38817425832137664,2,1,0,0.2197472358610247,2,0,0,1,1,0
0.35135135135135137,3,0.6541023887427762,2,1,1,0.06055183270002285,0,0,1,0,1,0
0.22972972972972974,9,0.37000636393844216,1,1,0,0.4972388863136429,0,0,1,0,1,0
0.2567567567567568,6,0.0,2,1,1,0.41321981249209294,1,1,0,0,1,0
0.13513513513513514,4,0.5055191532147575,2,1,0,0.3041865998202828,1,0,0,1,0,1
0.1891891891891892,9,0.3996159556256487,2,1,1,0.7896237590689911,0,0,0,1,1,0
0.31081081081081086,8,0.5004500831393337,1,0,0,0.8202251315000583,1,0,1,0,1,0
0.28265154327115366,8,0.404309016461624,2,1,1,0.09657382280007738,4,0,0,1,0,1
0.44594594594594594,10,0.4564192178585338,2,1,0,0.8889503947626998,0,0,1,0,1,0
0.20270270270270271,3,0.42114134866471087,2,0,1,0.16661246149007228,4,0,1,0,0,1
0.4864864864864865,1,0.5740490093009477,1,1,1,0.5436491184908159,2,0,1,0,0,1
0.17567567567567569,2,0.0,2,1,0,0.04106082130843495,4,1,0,0,1,0
0.35135135135135137,4,0.4905214304341656,1,1,0,0.14226213603399124,0,0,1,0,0,1
0.17567567567567569,7,0.5745850835293326,2,1,1,0.07240296448310814,1,1,0,0,0,1
0.2702702702702703,9,0.5591074447796713,3,1,1,0.8573092730355749,0,1,0,0,1,0
0.04054054054054054,6,0.390423458385036,1,1,1,0.8248522233873334,2,0,1,0,0,1
0.3918918918918919,2,0.0,2,1,1,0.48527484374757784,0,1,0,0,1,0
0.13513513513513514,10,0.5298252370115693,2,1,1,0.23311671264605768,3,0,1,0,0,1
0.4864864864864865,7,0.4311942350776764,2,0,0,0.12042060016731597,4,0,0,1,1,0
0.20270270270270271,5,0.0,2,1,0,0.8050304304061038,0,0,0,1,1,0
0.22972972972972974,6,0.3929322060602375,2,0,1,0.5305769701006445,3,0,1,0,1,0
0.17567567567567569,3,0.2044394598619703,1,0,0,0.17763246390030246,4,0,1,0,0,1
0.1891891891891892,0,0.41389972319039975,1,1,0,0.10275536313717958,1,0,1,0,1,0
0.12162162162162163,8,0.0,2,0,0,0.032286383349609885,1,0,0,1,0,1
0.21621621621621623,4,0.5696701796334919,2,1,1,0.5743447499236176,4,0,1,0,1,0
0.12162162162162163,4,0.4728101357806272,2,1,1,0.804195400660763,1,0,1,0,1,0
0.2702702702702703,1,0.5069850471958556,1,1,0,0.7358537740354204,0,0,1,0,1,0
0.20270270270270271,3,0.42450211558007483,3,1,0,0.22719269690255417,0,0,1,0,0,1
0.21621621621621623,9,0.4262170748290671,2,1,0,0.6913831770934125,1,0,1,0,0,1
0.2702702702702703,2,0.5051168384741391,1,1,1,0.3978669962981464,4,0,1,0,1,0
0.28265154327115366,2,0.39779836506527416,1,0,1,0.1848423524446584,3,0,1,0,0,1
0.2972972972972973,7,0.44542586992192734,1,1,0,0.04058757611351883,0,0,1,0,1,0
0.6216216216216217,5,0.0,1,1,0,0.6804052787041163,0,0,0,1,0,1
0.17567567567567569,1,0.5128130309800286,2,1,0,0.6254182774454959,0,0,1,0,0,1
0.17567567567567569,3,0.32973335907021056,2,1,0,0.30103339868957485,2,0,1,0,0,1
0.22972972972972974,3,0.4839360076435815,1,1,1,0.12195559675949051,3,1,0,0,0,1
0.08108108108108109,8,0.578249639126388,1,1,1,0.6503795612480991,1,1,0,0,0,1
0.28265154327115366,0,0.7186313773851368,2,1,0,0.8179597151527971,1,0,1,0,0,1
0.1891891891891892,9,0.5791336235361537,1,1,0,0.517796449560933,0,1,0,0,1,0
0.16216216216216217,8,0.5346883668982894,1,1,1,0.7391248864266537,2,0,0,1,1,0
0.1891891891891892,9,0.30883933791604395,1,0,0,0.16567312178313026,3,0,1,0,1,0
0.2567567567567568,1,0.5406612700798161,1,1,0,0.9971782805257902,0,0,1,0,1,0
0.3918918918918919,8,0.4216552226443813,1,0,1,0.3391254864839592,0,1,0,0,1,0
0.31081081081081086,2,0.0,2,0,1,0.9561114586443005,3,1,0,0,1,0
0.22972972972972974,8,0.6202561366648905,1,0,1,0.17584544323982937,2,0,0,1,0,1
0.20270270270270271,8,0.5049049596192622,1,1,1,0.19721638416468767,1,1,0,0,1,0
0.472972972972973,4,0.0,1,1,0,0.026988377390040747,1,1,0,0,0,1
0.16216216216216217,4,0.3134860452704124,1,1,0,0.00889534950587781,3,0,0,1,1,0
0.2567567567567568,1,0.5508494703965263,1,1,0,0.3038616687893693,1,0,0,1,1,0
0.3918918918918919,5,0.5686369712898174,2,1,0,0.8138246202512339,3,1,0,0,1,0
0.5405405405405406,3,0.0,2,0,1,0.16390785319998055,0,1,0,0,1,0
0.20270270270270271,8,0.5177705019595805,1,0,1,0.1803791262065527,2,1,0,0,1,0
0.06756756756756757,6,0.4168726433907887,2,1,0,0.6586861545277575,0,0,1,0,1,0
0.28265154327115366,3,0.0,2,0,1,0.03023403735056698,1,0,0,1,0,1
0.3918918918918919,5,0.632221393156082,1,0,0,0.4174814194755599,2,1,0,0,1,0
0.17567567567567569,5,0.499572117109381,1,1,0,0.3977170319765537,0,0,0,1,0,1
0.21621621621621623,9,0.0,2,1,1,0.33748492981079686,2,0,0,1,0,1
0.14864864864864866,3,0.5214476523117415,1,1,0,0.305213897927252,1,0,1,0,0,1
0.31081081081081086,8,0.0,3,1,1,0.3993138844759674,1,0,0,1,0,1
0.35135135135135137,7,0.2194262220170748,1,1,0,0.9088148418173936,2,1,0,0,0,1
0.32432432432432434,6,0.3434375287591867,1,1,0,0.766727222449744,2,1,0,0,0,1
0.3783783783783784,3,0.444454359935542,3,1,0,0.7979020496457412,3,0,1,0,0,1
0.3918918918918919,1,0.3826054634373662,1,1,0,0.987682573685787,2,0,1,0,1,0
0.2972972972972973,3,0.5117551114079825,1,1,0,0.8433141365000357,2,0,0,1,0,1
0.28378378378378377,6,0.7117848525670324,1,1,0,0.33563065272733544,3,1,0,0,1,0
0.31081081081081086,3,0.133775231210409,2,1,0,0.8949982223302325,0,1,0,0,0,1
0.2567567567567568,8,0.2995253570882106,4,0,1,0.6588383690642456,1,1,0,0,0,1
0.21621621621621623,1,0.24586608052695821,2,1,0,0.5298189477095062,1,1,0,0,1,0
0.4594594594594595,7,0.0,1,0,1,0.3679031347493685,1,0,0,1,1,0
0.3648648648648649,1,0.5175620109343998,1,0,0,0.12104690997990307,2,1,0,0,1,0
0.40540540540540543,5,0.5723274736766629,1,0,0,0.5065637268359128,1,0,1,0,0,1
0.16216216216216217,7,0.4903998272764851,1,1,1,0.38249392817014016,2,0,1,0,0,1
0.44594594594594594,6,0.3261024824860166,1,1,1,0.8457697710131318,1,0,0,1,1,0
0.2702702702702703,2,0.0,1,0,0,0.8423231418600476,0,0,0,1,1,0
0.20270270270270271,9,0.41671389367691086,1,1,1,0.6042689576854589,3,0,1,0,0,1
0.3783783783783784,2,0.5235805900315942,2,1,1,0.9014815914919875,3,0,0,1,1,0
0.3918918918918919,6,0.5672383954776221,1,0,0,0.5009051864453055,1,0,0,1,0,1
0.13513513513513514,4,0.0,2,1,1,0.6194306556276123,2,1,0,0,1,0
0.1891891891891892,0,0.3520754183501358,1,0,0,0.7979423534947587,2,0,1,0,0,1
0.3783783783783784,0,0.42236040935983216,1,1,0,0.028802650653137373,2,1,0,0,1,0
0.1891891891891892,9,0.0,2,0,0,0.32542007761741243,1,1,0,0,1,0
0.24324324324324326,2,0.6082422548533551,1,1,1,0.3584403310516154,1,1,0,0,1,0
0.12162162162162163,2,0.5192317725495639,2,1,0,0.7376779982488327,1,0,1,0,1,0
0.31081081081081086,4,0.6079452418310558,1,0,0,0.053845692263611175,0,0,1,0,1,0
0.22972972972972974,3,0.0,2,1,1,0.9242492158001089,3,1,0,0,1,0
0.3918918918918919,6,0.2830901183823281,1,1,0,0.28978182416420767,1,1,0,0,1,0
0.4864864864864865,2,0.0,2,1,1,0.2691863572971218,1,0,0,1,0,1
0.32432432432432434,6,0.3730928362188808,1,1,0,0.844106362157586,0,0,0,1,1,0
0.20270270270270271,10,0.0,2,1,0,0.8101318175885797,3,0,0,1,1,0
0.1891891891891892,1,0.5009435902840074,1,1,1,0.2812025548439876,2,1,0,0,1,0
0.28378378378378377,6,0.4774359183045196,1,1,1,0.8212621805382413,3,0,1,0,0,1
0.21621621621621623,4,0.0,2,1,0,0.9941256389985244,0,1,0,0,1,0
0.32432432432432434,7,0.0,1,0,1,0.5417385360301908,1,1,0,0,1,0
0.2567567567567568,3,0.41234973131919817,1,0,0,0.0055132265131320034,4,0,1,0,0,1
0.32432432432432434,6,0.0,2,1,0,0.5693384718240591,1,0,0,1,1,0
0.21621621621621623,4,0.6590855673711985,2,1,1,0.1286750384661735,0,1,0,0,1,0
0.21621621621621623,1,0.377374574672928,2,1,0,0.692399224125904,0,0,1,0,1,0
0.2567567567567568,6,0.0,2,1,0,0.546450386011864,4,1,0,0,1,0
0.2567567567567568,8,0.5921931091623696,1,1,0,0.17585479413283966,2,1,0,0,0,1
0.16216216216216217,7,0.37915338454748704,1,0,0,0.0989478495196291,1,1,0,0,1,0
0.08108108108108109,1,0.0,2,1,1,0.7573186239285852,0,1,0,0,1,0
0.2972972972972973,5,0.5251299840504964,2,1,1,0.19376865490654355,1,1,0,0,1,0
0.22972972972972974,1,0.0,2,0,1,0.016868910980998682,4,1,0,0,1,0
0.24324324324324326,8,0.5336403716744118,1,1,1,0.7163387603516136,2,1,0,0,1,0
0.0945945945945946,2,0.44398715829203805,1,0,1,0.24095041076422793,0,1,0,0,0,1
0.7432432432432433,1,0.0,1,1,1,0.14891687156123407,3,1,0,0,0,1
0.33783783783783783,9,0.6874430570595417,1,1,0,0.9554553459855416,1,0,0,1,1,0
0.44594594594594594,8,0.31711425144766947,2,1,1,0.8610288782578737,2,1,0,0,1,0
0.35135135135135137,3,0.5629862706408009,4,0,1,0.6426092691852071,4,1,0,0,1,0
0.3918918918918919,0,0.5045439764009364,2,0,1,0.6636558291316821,2,1,0,0,0,1
0.16216216216216217,7,0.4660373859362581,1,1,0,0.10594416766801228,2,0,1,0,1,0
0.0945945945945946,8,0.48506837975530226,1,1,1,0.6610576810085362,0,0,1,0,1,0
0.31081081081081086,1,0.334031478677259,1,0,1,0.5627087386845443,1,0,0,1,0,1
0.10810810810810811,7,0.8208990351421169,1,1,0,0.7821387942548513,0,1,0,0,1,0
0.06756756756756757,9,0.4939981009819565,1,1,1,0.7977846384329703,2,0,1,0,0,1
0.5135135135135136,3,0.5085171433548976,3,1,1,0.40294803153701175,2,0,1,0,0,1
0.2702702702702703,2,0.0,1,1,1,0.41353059217155236,2,0,0,1,1,0
0.472972972972973,2,0.1812380476870111,1,1,1,0.20524025044391736,0,1,0,0,0,1
0.2702702702702703,0,0.0,2,1,1,0.0016063034019748886,2,1,0,0,0,1
0.2567567567567568,6,0.47051290824892295,1,0,1,0.26147282065437244,4,0,1,0,1,0
0.24324324324324326,7,0.6748266597007575,1,1,0,0.2270342317691339,1,0,0,1,1,0
0.0945945945945946,1,0.0,2,0,0,0.43900062455964545,2,1,0,0,0,1
0.31081081081081086,2,0.374356377125071,1,1,0,0.6199120015961523,1,0,1,0,1,0
0.21621621621621623,7,0.39329012030342686,1,1,0,0.6945426788258279,1,0,1,0,0,1
